"pid","reason_index","reason","systemic_vs_individual","toward_government","nonsensical","category","rationale"
"GU968le",2,"poor medication","systemic",0,0,"social","Refers to the quality or availability of healthcare services."
"GU968le",3,"ignored","none",0,1,"other","The reason 'ignored' is too vague and lacks context to classify properly."
"GU968le",4,"poor housing facilities","systemic",0,0,"economic","The reason refers to inadequate housing infrastructure, which is a systemic issue."
"GU968le",5,"poor education facilities","systemic",0,0,"social","The reason refers to the quality of education facilities, which is a systemic issue related to social infrastructure."
"JR725cm",1,"econimic displacement","systemic",0,0,"economic","Economic displacement refers to systemic issues affecting jobs and markets."
"JR725cm",2,"political neglect","systemic",1,0,"political","The reason attributes the issue to a lack of attention or action by political institutions or leaders."
"JR725cm",3,"cultural and social shifts","systemic",0,0,"social","Cultural and social shifts refer to changes in societal norms and values, which are systemic in nature."
"JR725cm",4,"Devaluation of traditional skills","systemic",0,0,"economic","The reason refers to a broader economic trend affecting the value of certain skills."
"JR725cm",5,"rapid technolological advancement","systemic",0,0,"economic","Technological advancement affects markets and economic structures."
"AH576xr",1,"Cost of living","systemic",0,0,"economic","The cost of living is influenced by economic factors such as inflation, housing markets, and wage levels."
"AH576xr",2,"Lack of good jobs","systemic",0,0,"economic","The reason refers to a systemic issue related to the availability of quality employment opportunities."
"AH576xr",3,"Difficulty finding a romantic partner","individual",0,0,"social","The reason pertains to personal relationships and social interactions, which are individual in nature."
"AH576xr",4,"Loneliness","both",0,0,"social","Loneliness can be influenced by individual choices and societal factors."
"AH576xr",5,"Too much technology","systemic",0,0,"other","The reason refers to a societal trend involving technology."
"ZG902pj",1,"Economic decline in their community","systemic",0,0,"economic","The reason points to a broader economic issue affecting the community."
"ZG902pj",2,"High cost of living","systemic",0,0,"economic","The high cost of living is typically influenced by systemic economic factors such as market conditions, inflation, and housing prices."
"ZG902pj",3,"Unequal attention from policy makers","systemic",1,0,"political","The reason points to systemic issues related to how policy makers allocate attention, which is a political process."
"ZG902pj",4,"Cultural and social disconnection","systemic",0,0,"social","The reason refers to broader societal trends and structures related to culture and social interactions."
"ZG902pj",5,"Limited access to resources","systemic",0,0,"economic","Limited access to resources is often due to systemic factors like market structures or institutional barriers."
"PA561cu",1,"Not being able to afford house","systemic",0,0,"economic","The reason relates to economic structures affecting housing affordability."
"PA561cu",2,"Price for groceries are to high","systemic",0,0,"economic","The reason addresses the high prices of groceries, which is an economic issue related to market conditions or inflation."
"PA561cu",3,"Crime is high","systemic",0,0,"social","High crime rates are often linked to systemic social issues."
"PA561cu",4,"Cannot afford to live alone","systemic",0,0,"economic","The reason relates to economic structures such as housing markets and affordability issues."
"PA561cu",5,"Cannot buy food","systemic",0,0,"economic","Inability to buy food is often due to economic factors like income levels or market prices."
"SS750pr",1,"Delusional","none",0,1,"other","The term 'delusional' is vague and does not provide a clear explanation or reason."
"SS750pr",2,"Unreasonable Expectations","individual",0,0,"other","The reason refers to personal or societal expectations, which are typically individual in nature."
"SS750pr",3,"Economic Dislocation","systemic",0,0,"economic","Economic dislocation refers to large-scale changes in the economy affecting industries and employment."
"SS750pr",4,"Desperation","individual",0,0,"other","Desperation is typically a personal emotional state, often resulting from individual circumstances or perceptions."
"SS750pr",5,"Greedy","individual",0,0,"other","The reason 'greedy' refers to personal attributes or behaviors."
"ZX634gx",1,"probably ethnicity difference","systemic",0,0,"social","Ethnicity differences are often related to systemic social structures and trends."
"ZX634gx",2,"economic instability","systemic",0,0,"economic","Economic instability refers to fluctuations in the economy that affect markets and financial systems."
"ZX634gx",3,"limited access to quality education","systemic",0,0,"social","Limited access to quality education is a systemic issue related to societal structures and institutions."
"ZX634gx",4,"Also limited access to quality healthcare","systemic",0,0,"social","Limited access to quality healthcare is a systemic issue related to societal structures and services."
"YA285hc",1,"hopeless","none",0,1,"other","The term 'hopeless' is vague and does not provide a clear explanation or reason."
"YA285hc",2,"no job","individual",0,0,"economic","Lack of employment is attributed to individual circumstances."
"YA285hc",3,"no options","none",0,1,"other","The reason 'no options' is too vague and lacks context, making it nonsensical."
"YA285hc",4,"tired","individual",0,0,"other","The reason 'tired' relates to a personal state or condition."
"CF151za",1,"no one cares","none",0,0,"other","The reason is vague and does not specify a systemic or individual cause."
"CF151za",2,"they like the cheap labor","systemic",0,0,"economic","The reason refers to a preference for cheap labor, which is a systemic economic issue related to market dynamics and labor practices."
"CF151za",3,"they think working class is worthless",NA,0,0,"social","The reason reflects a societal attitude or perception towards the working class."
"CF151za",4,"they see them as drug addicts","individual",0,0,"social","The reason attributes the perception to individual behavior or status related to drug use."
"CF151za",5,"They're greedy and dont care","individual",0,0,"other","The reason attributes the issue to personal traits such as greed and lack of care."
"HF936jp",1,"poor","individual",0,0,"economic","Refers to a lack of financial resources or low income, which is an individual economic condition."
"HF936jp",2,"minority","none",0,1,"other","The term 'minority' alone is not a coherent reason or explanation."
"HF936jp",3,"no opportunities","systemic",0,0,"economic","Lack of opportunities suggests systemic economic issues such as market conditions or structural barriers."
"AX381he",1,"the person was brought up poor","both",0,0,"economic","Being brought up poor involves both systemic economic conditions and individual circumstances."
"AX381he",2,"the person does not have access to good healthcare","systemic",0,0,"social","Lack of access to healthcare is often due to systemic issues like healthcare infrastructure and availability."
"AX381he",3,"the person lives in an unsafe environment","both",0,0,"social","Living in an unsafe environment can be due to systemic issues like inadequate public safety measures and individual choices about where to live."
"AX381he",4,"the person's kids cannot get a good education at their public school","systemic",1,0,"social","The issue is related to the quality of public education, which is a systemic issue involving government policies and institutions."
"QS881bk",1,"wages have not kept up with the cost of living making it hard to get ahead","systemic",0,0,"economic","Wage stagnation relative to living costs is a systemic economic issue."
"QS881bk",2,"Limited access to education or training opportunities for better jobs","systemic",0,0,"economic","Limited access to education or training is a systemic issue affecting job opportunities."
"QS881bk",3,"feeling ignored by policies or systems that mainly benefit those already successful","systemic",1,0,"political","The reason highlights systemic issues related to policies and systems favoring the successful, implicating government involvement."
"HN164qk",1,"Wages aren't keeping up with the rising cost of living","systemic",0,0,"economic","The reason addresses economic structures affecting wages and cost of living."
"HN164qk",2,"they feel like politicians dont listen to working class people","systemic",1,0,"political","The reason highlights a systemic issue related to political institutions and their responsiveness to certain social classes."
"HN164qk",3,"job security feels shaky","systemic",0,0,"economic","Job security is influenced by market conditions and economic structures."
"GJ065zj",1,"Voices aren’t being heard. The middle is being ignored and we are truly the majority.","systemic",0,0,"political","The reason suggests a systemic issue where the majority's voices are not being heard, indicating a political problem related to representation or attention to public opinion."
"GJ065zj",2,"We’re being punished economically because of the poor voting choices of two extreme sides who are the minority of this country.","systemic",1,0,"political","Blames economic issues on political choices and minority influence in elections."
"GJ065zj",3,"Media is not representing the true majority or being honest at all about what is happening.","systemic",0,0,"social","The reason points to systemic issues within media institutions affecting representation and honesty."
"GJ065zj",4,"The price of everything is skyrocketing.","systemic",0,0,"economic","The statement refers to a systemic economic issue related to market trends and inflation."
"GJ065zj",5,"Every single guardrail in this country has been removed, and the only people who can fight maga for us, Democratic Elected Officials, have been hands off because of ill advice to sit on their hands from people like James Carville. Representatives like AOC and Governor Newsom should be the norm not the exception. Others need to follow their lead, as soon as possible.","systemic",1,0,"political","The reason discusses political figures and their actions, focusing on systemic political issues and government roles."
"WX417rn",1,"funding","systemic",0,0,"economic","Funding typically relates to financial resources, which are part of economic systems."
"WX417rn",2,"health insurance","systemic",0,0,"social","Health insurance is a systemic issue related to access to healthcare services and societal structures."
"WX417rn",3,"legal protection","systemic",0,0,"social","Legal protection is typically provided by societal structures and institutions."
"WX417rn",4,"deportation","systemic",1,0,"political","Deportation is a government policy related to immigration control."
"NZ064lp",1,"The person is poor","individual",0,0,"economic","The reason attributes poverty to the individual's condition without specifying broader systemic factors."
"NZ064lp",2,"The person has got no friends","individual",0,0,"social","The reason focuses on the individual's social connections and personal relationships."
"NZ064lp",3,"The person is struggling in life","individual",0,0,"other","The reason attributes the struggle to personal circumstances without specifying systemic factors."
"ZB901pg",1,"Jobs","systemic",0,0,"economic","Refers to employment and labor markets, which are systemic economic factors."
"ZB901pg",2,"Low salary","systemic",0,0,"economic","Low salary is typically related to systemic economic factors such as market conditions or industry standards."
"ZB901pg",3,"Laws","systemic",1,0,"political","Laws are created and enforced by government institutions, making this a systemic and political issue."
"ZB901pg",4,"Resources","none",0,1,"other","The term 'Resources' alone is too vague and lacks context to classify."
"ZB901pg",5,"Acknowledgment","none",0,1,"other","The term 'Acknowledgment' is too vague and lacks context to classify as a reason."
